ind_rr,ind_pulse,ind_rhythm,ind_spo2,ind_gcs,ind_time_to_hems,beta_intercept,beta_time_to_hems,beta_time_to_hems_p3,beta_gcs,beta_age,beta_age_p2,beta_age_p3,beta_medical_facility,beta_code_stroke,beta_code_cardiac_arr,beta_code_respitory,beta_code_other,beta_code_neurological,beta_code_psyc_intox,beta_code_chest_pain,beta_code_trauma,beta_pulse_p3,beta_cardiac_rhythm,beta_rr,beta_rr_p3,beta_sex_male,beta_spo2_p3,beta_vehicle_ground_unit,beta_pulse,beta_spo2,beta_gcs_p2,beta_gcs_p3,beta_time_to_hems_p2,beta_pulse_p2,beta_spo2_p2
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1.564749613030981,0.0030403303690583285,0,0,0.00943258126896097,7.72132985236697e-5,1.293003470288565e-6,0.07372329534858492,1.5765523968948774,3.2167240415813656,-0.09924512628292353,0,0.36211849825638986,-1.3950135264098256,-0.7103883288396193,0.5959994768142162,0,0,-0.028762991368283097,3.9198934923900604e-7,0,-2.4533887590917668e-6,-0.01739567740977892,-0.003258885500575517,0,0,0,0,0,0
TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,-0.4420924777746244,0.0036859604282678572,0,0,0,2.5397986127113437e-4,2.1517157352739022e-7,0,1.2932505156514509,3.0511984008429462,-0.42667080249424133,0,0,-1.5596431222310754,-0.841978965876362,0.31129260537015685,0,0,0,0,0,-2.726207053007937e-6,0,-0.003985694646015518,0,0,0,0,0,0
FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1.1910114149748356,0.003106960812061718,0,0,0.01074449849734324,6.447295656108768e-5,1.3820109285392632e-6,0.07510705744042358,1.5956916354008546,3.1986920109246766,-0.12561887707453046,0,0.3654787707205018,-1.3610423091522164,-0.6961359877976426,0.6160994885269403,0,0,-0.029012612722634595,3.924966341518574e-7,0,-2.4017723987395954e-6,-0.020887339195642455,0,0,0,0,0,0,0
TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,-0.9007633830060366,0.003796059952438308,0,0,0,2.6515542749024e-4,1.8010663170317634e-7,0,1.3065029330434996,3.0296484223940645,-0.46595689325391443,0,0,-1.523263599820622,-0.8234216301402681,0.3315308199409796,0,0,0,0,0,-2.6694093827604045e-6,0,0,0,0,0,0,0,0
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.3854318520355822,0.03816345832149997,2.6986848635800786e-6,0,0.0030795815705772847,2.6397338400737725e-4,2.464526975222738e-7,0.22494691230155706,1.5268405085556158,1.7858760220889898,0.4143590795280848,-0.12444235413775563,0.42327084717968944,-1.2034674361234328,-0.9310961809901338,0.5190910302775121,-3.1917848316839895e-6,2.472934781295747,-0.027956212233216992,3.8989208140438617e-7,-0.029405846464996416,0,-0.03414258056425603,-0.09625765471981682,0,0,0,-5.589199220778626e-4,9.816269369292612e-4,0
TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,-0.5803564318034274,0.04021168051745889,2.6908455483523413e-6,0,-0.0017784646153532662,3.682048538997392e-4,-4.51090778439649e-7,0.24174365413249668,1.4043215552084742,1.699647417809981,0.29991942829994,-0.08486460508851416,0.2941944017268337,-1.2209383451797182,-0.9393854365023616,0.39062407822285716,-3.4676449975810524e-6,2.582717235564988,0,0,-0.044249243023105955,0,-0.021345738855010198,-0.10966567929432743,0,0,0,-5.711956256465448e-4,0.0010905385539531074,0
FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,-0.7845498749490196,0.006493988646085899,0,0,0.004285334146175861,2.600330848621092e-4,2.647293477058719e-7,0.20172790244017408,1.1587507746815555,1.4641600534986392,0,-0.5366050451108373,0,-1.5290426680205595,-1.3672657314517438,0.15492555854134538,0,2.2953391157332463,-0.028675696260667925,3.992920093684339e-7,0,0,-0.06564067699514699,0,0,0,0,0,0,0
TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,-3.790006483423798,0.012570834419704647,-5.318973574363087e-7,0,6.807662646059037e-4,3.1951828928601775e-4,-1.0640696669321701e-7,0.22680242078895782,1.4228758825738979,1.7754919680742338,0.2885112206638714,-0.08695857364968362,0.30782221171336394,-1.168480798986186,-0.9731745135341462,0.415754055324382,0,2.4180604481647694,0,0,-0.046786714843517554,0,-0.04057236246920556,0,0,0,0,0,0,0
FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,-0.1176120066104606,0.0025409166464259833,0,0,0.012590306033009462,1.2111943835817787e-4,7.413085401976517e-7,0.05829060350310839,1.2189029333089345,2.97887771172485,0.16287066507378084,-0.29913611606479906,0,-1.6025925207972873,-1.060075053743952,0.262347481670284,0,0,-0.03274547066667487,4.3423270322616055e-7,0,0,0,-0.0017609247527873154,0,0,0,0,0,0
TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,-3.0771068672676,0.003377418387712125,0,0,0.00951206214922635,1.67762101737071e-4,4.6607142131552074e-7,0,1.1166583225642464,3.0616359885149937,0,-0.11965191386976222,0,-1.5248856205057626,-0.9598722034045493,0.1792783288668689,0,0,0,0,0,0,0,-0.0023497892170286456,0,0,0,0,0,0
FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,-0.2973580459175344,0.0025850145665770262,0,0,0.013128097372117562,1.163028876396506e-4,7.803949270642517e-7,0.05938443699294481,1.2284519790662243,2.9673528671447724,0.14071987552199577,-0.29954097047965567,0,-1.5864608397751645,-1.0520538682916853,0.27236288501780265,0,0,-0.032821270150137874,4.338855744813563e-7,0,0,0,0,0,0,0,0,0,0
TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,-3.100347825675892,0.0032782993450916316,0,0,0.004573152649685533,2.500617960195707e-4,0,0,1.0437151467567753,2.9568878416202313,0,-0.20109020197668218,0,-1.609338215160169,-1.02651788363952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2.8426550613517185,0,0,-0.25488420259227207,-0.012788202928939531,4.921572111440144e-4,-5.113508405728958e-7,0.09707352328471379,0.6245122215692847,0.4657280896454996,0.2509938511985307,-0.20727521397162513,-0.5811981421636168,-2.4727008184213686,0.03205193189239533,0.26239335576983625,-1.6343601289515111e-7,1.6534835229741938,-0.02016742711189606,2.769345083481714e-7,-0.04313622841128745,-1.442597572674973e-6,-0.11182605591202666,0,0,0,0,0,0,0
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.2846420178075133,0,0,-0.25946631435807777,0,2.327930257354908e-4,1.0434534271525339e-6,0,0.3856907518598969,0.25037953125747914,0,-0.32019202044823103,-0.8225139247086077,-2.6456607009631723,0,0,-1.2841042553769564e-7,1.702176185127566,0,0,0,-1.5929438100257148e-6,-0.11123189412098505,-0.0018202009330153736,0,0,0,0,0,0
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2.5071364293232183,0,0,-0.256309364073934,-0.008254344844871829,4.310671444657986e-4,-1.7406383769492172e-7,0.09789153219321116,0.6695318359149942,0.49983873014997304,0.23796612628206723,-0.21164338180940256,-0.5614832447181172,-2.403582853471915,0.01673895417709492,0.3216718474901493,0,1.5483689967186514,-0.020352244671634115,2.7493393292488354e-7,-0.051914642036143564,-1.3592934861334023e-6,-0.11760452400618135,0,0,0,0,0,0,0
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1.0798897776115322,0,0,-0.26145393220611296,-0.012841890396609724,4.897988773510156e-4,-4.501433647181625e-7,0.10397673012071294,0.39364475477340677,0.2424333019824858,0,-0.34516378836309647,-0.8444419610794396,-2.6016442270498086,0,0,0,1.6100102567978904,0,0,0,-1.4793873807529214e-6,-0.12020180605038688,0,0,0,0,0,0,0
FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.9413130739564642,0,0,-0.3220892899766936,-0.003823837137772973,2.8669514506657497e-4,7.642109757926985e-7,0,0.6667699658749969,1.4253004083193843,0.32955242755933606,-0.1137069781457041,-0.6175448068244499,-2.587800001293694,0.22775627006163915,0.3927485584751394,-3.319779711724505e-8,0,-0.0219245096381264,2.84844113642158e-7,-0.02405945960861856,-3.8950075897871234e-6,-0.05697431367785595,-0.002706195378649979,0.04869720611325472,0,1.662676257246913e-4,0,0,0
TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.8170679494859698,0,0,-0.28416471647118124,-0.007442732432153475,3.3618061817214796e-4,4.506970829187342e-7,0,0.3300128221653718,1.2539136945362188,0,-0.2363972088768076,-0.9266643404596413,-2.7735945389139527,0.15580899445472607,0.12751974176486833,0,0,0,0,-0.03787708088011969,-4.305537080103054e-6,-0.05386507887274399,-0.0046351464097716165,0.05304265034391463,0,0,0,0,0
FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.5090345005358482,0,0,-0.27931065444378084,-2.2637347845089445e-4,2.3700224255077535e-4,1.0199180123083948e-6,0,0.6816567288961886,1.448773082233899,0.3334906898951492,-0.08683861762894646,-0.6075047006161473,-2.5231829889982738,0.31493561436404877,0.4438505908531184,0,0,-0.022348232695537745,2.8795577713258546e-7,-0.027351454813471725,-3.711126400884904e-6,-0.06312709890246067,0,0.04620634738043022,0,0,0,0,0
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,-1.1166778421402381,0,0,-0.3894430138578966,-0.006977727413606854,3.4776004775228164e-4,4.0113895151698445e-7,0.04309101010792071,0.5675006828450694,1.3727527681803724,0.1589939624545989,-0.04533357241494483,-0.7309045410712331,-2.54901708869245,0.29114984269959426,0.32337857550230004,0,0,0,0,-0.04482023000337461,-4.120323956604996e-6,-0.0599308507529825,0,0.050749966361320335,0.006098850452500625,0,0,0,0
FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2.029160949725305,0,0,-0.263831971607003,-0.009978150591337344,4.634082203453364e-4,-3.760515607116499e-7,0.08527000203590118,0.3536181020907707,0.20764842267856717,0.37073009441880067,-0.43620586085677476,-0.8141557831357291,-2.6664511163871367,-0.1955737203861379,0,-1.438959896714505e-7,1.695257140529008,-0.022333593133891654,2.9945356045000917e-7,0,0,-0.10629731903178742,0,0,0,0,0,0,0
TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0.1434713032268224,0,0,-0.26909102599604157,-0.015002951861693729,5.478022532829385e-4,-8.691541213235003e-7,0.10137830224722752,0.33194973418685214,0.2371040949355049,0.38962669082580104,-0.28416175326566323,-0.8267867914136526,-2.5762042294522285,0,0,-1.1915377032029792e-7,1.7677802538821148,0,0,0,0,-0.10428894005168919,-0.0013080856784324288,0,0,0,0,0,0
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1.6305146953022664,0,0,-0.2645194229668551,-0.006069639962885212,4.1299280408423907e-4,-1.1217643032658076e-7,0.0910564762619298,0.5599610834938195,0.4094087233525026,0.5057873431057286,-0.2758535112014898,-0.6309113429666319,-2.4424546165878445,-0.04515462034995088,0.2350627809453855,0,1.5970704757112868,-0.022410747158146633,2.962775463027111e-7,-0.028812149750299876,0,-0.1110217485679276,0,0,0,0,0,0,0
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,-0.16377833035477668,0,0,-0.27031705988063753,-0.01090465221867456,4.8368445298711235e-4,-4.817370531124638e-7,0.10466670594141621,0.3261314123352378,0.2230768617200354,0.31319583521967365,-0.3232344630228222,-0.8565343361125293,-2.557950858469102,0,0,0,1.6754640667172778,0,0,0,0,-0.11109823009398988,0,0,0,0,0,0,0
FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2.406402479732113,0,0,-0.33178520645068843,3.2285634139396334e-4,2.4523683340418493e-4,9.49306191494326e-7,0,0.5572174570682928,1.3662917323085437,0.6295218677461748,-0.16540336542032796,-0.6823746981852645,-2.614413082941761,0.18285726860571,0.3219158366455216,-3.1263929650068374e-8,0,-0.0245016919570292,3.0994270285147896e-7,0,0,-0.04829178991580469,-0.001644376964907566,0,0,1.6633678214136462e-4,0,0,0
TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.5132288376787612,0,0,-0.29633625183016277,-0.0038686742542200624,2.9679227275407897e-4,6.455323641066807e-7,0,0.15441722361798815,1.171088717349166,0.3525662698094471,-0.29216447185115907,-1.038146062076671,-2.823266317011037,0.1005023329699719,0,0,0,0,0,0,0,-0.04501754938464677,-0.00353518091688963,0,0,0,0,0,0
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,2.173324424513045,0,0,-0.33221694393672085,0.0018109859149768967,2.2889942049829264e-4,1.0433718776496747e-6,0,0.5887459401724864,1.362960644525577,0.6131896314287527,-0.15075189516844842,-0.6655235997940296,-2.571998209522907,0.19963096961736126,0.35204113321910635,0,0,-0.024651894042451376,3.0995824991670454e-7,0,0,-0.05249477676401189,0,0,0,1.698299396568101e-4,0,0,0
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.1326415573455807,0,0,-0.2952065431326886,-0.0019888561375324995,2.7701293422093475e-4,7.61342157663851e-7,0,0.14393545003660232,1.1292145400798645,0.2816993839255954,-0.30885832844546574,-1.0645800140408461,-2.809664866147652,0,0,0,0,0,0,0,0,-0.04974035408375594,0,0,0,0,0,0,0
FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-9.276354317858985,0,0,0,-0.0068985926632075725,4.2861310550638157e-4,-7.874934838865667e-7,0.2008889399767954,1.6199936508105304,1.813966610213718,-0.0269692954646574,-0.036836919636715565,0.43415190606566384,-1.2627490707480442,-0.7777885586141933,0.5542807968996946,-2.8862488945513813e-6,2.3038952001400776,-0.024825170168021136,3.581158365442942e-7,-0.05673250675274423,2.072675374504202e-5,-0.11397248931821698,-0.08875244604744865,0.4823629899423026,0,0,0,8.875585965334129e-4,-0.0058179524550847515
TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.03121610715126695,0,0,0,-0.01248027420554905,5.451821145872278e-4,-1.56656378712638e-6,0.21204691259546884,1.5510042817943837,1.7490981918867277,-0.14200001814867977,0,0.3335936172159215,-1.2805041988614034,-0.7658768658060326,0.4547783980580945,-3.1102349272959275e-6,2.3756729752820975,0,0,-0.07729672972360753,-4.340814499379461e-6,-0.11178989487146632,-0.09993089394532298,0.040652254343082686,0,0,0,9.769950075947853e-4,0
FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,-1.0507164568871417,0,0,0,-0.0037410795258085985,3.7065733995988537e-4,-3.9422250409063604e-7,0.19345382134660516,1.6563254595872139,1.89549711262188,-0.015422357814462297,-0.050058327030150764,0.455925936437773,-1.1964316478190191,-0.8171045922096577,0.5994664851054298,0,2.13329423770785,-0.025681758893414855,3.6585720130156086e-7,-0.06466780655678467,-3.8031237632540993e-6,-0.11488019585653138,0,0.03463245251097938,0,0,0,0,0
TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-3.279072281306159,0,0,0,-0.008587843522118666,4.718131588525348e-4,-1.0637781474420232e-6,0.20857362969610435,1.5834646687123461,1.8297484536638873,-0.15336865384614792,0.01165256706441878,0.3562172780124922,-1.2077740951561684,-0.7885112157128465,0.4987473067581142,0,2.2147343136697875,0,0,-0.08126557021422662,-4.197695649758559e-6,-0.11151375631060648,0,0.03842896545519953,0,0,0,0,0
FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,-0.6951197355422838,0,0,0,0.005657164954004802,1.6174447368562758e-4,6.996466275749742e-7,0.0686697918621247,1.5780028467552754,3.194170929286763,-0.07708814065965551,0,0.34813077596827763,-1.4055350672103997,-0.6906562529661169,0.576587237228022,0,0,-0.028823810559725774,3.9347682099928485e-7,-0.02166101077997125,-4.652589634459302e-6,-0.03806868149315306,-0.003385406135740378,0.046017510941932516,0,0,0,0,0
TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,-0.33821967352477256,0,0,0,0,2.7817784311150645e-4,-4.78588702915451e-8,0,1.3051520139210966,3.027505519708874,-0.4081197505980617,0,0,-1.5723712381252062,-0.8113911879473762,0.30065758154317374,0,0,0,0,0,-2.720025020615749e-6,0,-0.0040511850328006456,0,0,0,0,0,0
FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1.1695701482269154,0,0,0,0.008990978365844775,1.0849990443214667e-4,1.05459727071141e-6,0.07512220183650412,1.7776553683890381,3.350374381880237,0.0644267760964268,0.20857380204289616,0.5344442820262987,-1.200722986997942,-0.4972333496169619,0.7751715464754589,0,0,-0.02919621146789419,3.948122020619188e-7,0,-2.3948116161787317e-6,-0.04065487025234159,0,0,0,0,0,0,0
